-1.946928617368110963e+03,5.844161425921132604e+02,-3.782044957282388964e+01,1.047145013278594519e+02,1.165221538514064434e+02,-1.301270556525254385e+01,-1.806879336552137971e+01,-1.781456623176900322e+01,7.300824511403632755e+01,4.096728434175263445e+00,-8.050485193620719571e+00,6.259390628266678913e-01,-3.408569500518678019e+00,-2.206508149587851797e+00,4.312622333575927058e+00
-1.863928208781889452e+03,5.216572506377912077e+02,-1.917829613631172947e+01,8.545761060691370403e+01,1.521501157106349353e+02,-1.093707562553673007e+01,-2.122913879252132219e+01,-1.508951253939623705e+01,6.322919361392843740e+01,5.861546846877024208e+00,-6.999112611413402796e+00,4.590024403622495197e-01,-2.928235882177610883e+00,-3.110556876370117241e+00,5.983850835658546252e+00
-1.782596373762854910e+03,4.607954444896289488e+02,-1.325077492357993103e+00,6.831752844711969885e+01,1.760441685169254811e+02,-9.348206858254362928e+00,-2.323190394858296415e+01,-1.259048849709510698e+01,5.486039629931673289e+01,7.080301243043106041e+00,-6.108745792865230229e+00,3.105209111984324477e-01,-2.533382455593906624e+00,-2.846997247593928915e+00,4.946750944780545112e+00
-1.704638764449946621e+03,4.026117602241017153e+02,1.572200204283057978e+01,5.261834818699303185e+01,1.914272126758730224e+02,-8.159789624595989110e+00,-2.437308638574215180e+01,-1.021767742267403634e+01,4.765323406944907703e+01,7.896915134884232579e+00,-5.328757283987153315e+00,1.735741344076101866e-01,-2.193997930976717470e+00,-2.285723715640135989e+00,3.295741049949157286e+00
-1.628344688818807299e+03,3.460247794696263668e+02,3.217434539133478921e+01,3.821094271811183773e+01,2.004878070148513132e+02,-7.241080793623811296e+00,-2.489513098606607144e+01,-7.992626862410723732e+00,4.130491169159908793e+01,8.416830491355657529e+00,-4.644455914357273230e+00,3.133035796163621822e-02,-1.895759440883783453e+00,-1.717795922226175831e+00,1.723748154285471346e+00
-1.553713547498531170e+03,2.909333601196635755e+02,4.809691328868908755e+01,2.482730712987519439e+01,2.048609651307308752e+02,-6.525134223369828845e+00,-2.495932761484017703e+01,-5.887114697948032216e+00,3.562883199064143724e+01,8.715916805116217247e+00,-4.034162111581387045e+00,-1.165635879143297193e-01,-1.628019954952340864e+00,-1.242617495229868307e+00,4.517032274245726398e-01
-1.482450283615630497e+03,2.382353489889972025e+02,6.339630975749043529e+01,1.210702566292286697e+01,2.058076566808865095e+02,-6.003003612887259699e+00,-2.466869921912395824e+01,-3.833222246596319494e+00,3.054681306394897433e+01,8.848906057500336431e+00,-3.470270218383897820e+00,-2.567561005138059849e-01,-1.382488259058097357e+00,-8.737149673479036593e-01,-5.106064720042827743e-01
-1.411136121329280058e+03,1.859762741207512988e+02,7.835820768291326033e+01,3.177681516565400432e-01,2.040485510086078023e+02,-5.558557985973610727e+00,-2.414414198422928592e+01,-1.928544137374101686e+00,2.584003639823898979e+01,8.857540830563078060e+00,-2.968630788324294389e+00,-4.120719940613380983e-01,-1.158184324030368195e+00,-5.874640317556405478e-01,-1.218291384880453965e+00
-1.343182492816267541e+03,1.360567209655735610e+02,9.272457501732066021e+01,-1.097868627512403883e+01,2.002705412926716235e+02,-5.245738628875210807e+00,-2.340796578464306776e+01,-6.380931175124879284e-02,2.156335392967451270e+01,8.766078154648685228e+00,-2.497510105248410106e+00,-5.578693959701027660e-01,-9.499466509722910290e-01,-3.738005098199913001e-01,-1.724367300559016103e+00
-1.276883868443138908e+03,8.746517983374263849e+01,1.066655582252701748e+02,-2.172257554946068225e+01,1.950803388724305307e+02,-4.999908767064870752e+00,-2.254294589315149011e+01,1.723211450657684551e+00,1.757723451382678093e+01,8.606460315345023204e+00,-2.059824856287803208e+00,-7.045590536758989941e-01,-7.541672132931696027e-01,-2.237547622191086438e-01,-2.043998429447521747e+00
-1.212233789112497334e+03,4.021908279571700007e+01,1.201637320886206908e+02,-3.189510159462583871e+01,1.887231570801446026e+02,-4.807245501136275578e+00,-2.157755417218022487e+01,3.424297606054344634e+00,1.385595645501302897e+01,8.390900587980695491e+00,-1.655398611113550800e+00,-8.529111999626141083e-01,-5.720567420269004888e-01,-1.427325609032099873e-01,-2.180526735249370684e+00
-1.150937269592916209e+03,-4.724340140884718764e+00,1.330842721640900379e+02,-4.169985599645227836e+01,1.814794828836074316e+02,-4.696358132882643588e+00,-2.051690992697091787e+01,5.091982538955568849e+00,1.043552538719589506e+01,8.127927905076974824e+00,-1.269308569201198278e+00,-9.893533636253031283e-01,-3.993722508443438568e-01,-6.533153798377161481e-02,-2.286715337301455264e+00
-1.091283933089937136e+03,-4.832521958646771054e+01,1.455589915821969953e+02,-5.096284369000163395e+01,1.735405550595995692e+02,-4.616382815029099085e+00,-1.940594241565878875e+01,6.671712525228783441e+00,7.226656019054535030e+00,7.831304179059646486e+00,-9.126028788777670320e-01,-1.126946570968583972e+00,-2.391466026819792645e-01,-3.422341786147665987e-02,-2.275581369934199572e+00
-1.033267025317750949e+03,-9.055561265901556567e+01,1.575620694208494683e+02,-5.963910329248590614e+01,1.649997950556989394e+02,-4.558569992205486976e+00,-1.825783297590844256e+01,8.152566224957837449e+00,4.225267721715970204e+00,7.505296822286143588e+00,-5.871161474314062767e-01,-1.266086529629301349e+00,-9.036678052561247787e-02,-2.033975137970098560e-02,-2.206813059392867427e+00
-9.785893669137544748e+02,-1.304328703787146821e+02,1.689410538749203283e+02,-6.787569035334905720e+01,1.559415249556187746e+02,-4.559150764150571078e+00,-1.706025544677243388e+01,9.578242983099688246e+00,1.493063541022014551e+00,7.149771213854270613e+00,-2.820395783501407627e-01,-1.395171744419707149e+00,4.797960264127832525e-02,-1.756518843025760973e-02,-2.101591069253105459e+00
-9.255502296346426192e+02,-1.689753041586607480e+02,1.798750356349336812e+02,-7.561022121373099480e+01,1.466843426342840360e+02,-4.567860874374177982e+00,-1.586456810652948768e+01,1.091580220787172451e+01,-1.081948023599767161e+00,6.784019661572957993e+00,-1.821019466816661391e-03,-1.524739642705833953e+00,1.770388657634320850e-01,-2.889329330752629654e-02,-1.955764328512501482e+00
-8.758375140288987950e+02,-2.050996253913075691e+02,1.901302604713719688e+02,-8.278883468178196381e+01,1.369291032542301991e+02,-4.626487990183167476e+00,-1.462974487517938549e+01,1.217317423610603377e+01,-3.380041431914180272e+00,6.390286491453082363e+00,2.519765056434454809e-01,-1.645856912744627421e+00,2.931183057908434142e-01,-3.734352404383833174e-02,-1.811382456171156008e+00
-8.294579079498968213e+02,-2.388589236387205403e+02,1.997479180066484332e+02,-8.952237148434947756e+01,1.269645693443544445e+02,-4.727422445429376729e+00,-1.338004354705488019e+01,1.336896755530559666e+01,-5.440577176791984826e+00,5.981983939827745012e+00,4.865727275336860225e-01,-1.757138730260602077e+00,3.996186511555511189e-01,-4.068586671684666645e-02,-1.674025789640754436e+00
-7.864039761400539419e+02,-2.702129138104184563e+02,2.086945826202915271e+02,-9.573660822657946312e+01,1.167612797389070209e+02,-4.867431406417965789e+00,-1.211736774599738986e+01,1.448787335992852476e+01,-7.254235556480358227e+00,5.557977588801849222e+00,6.979209133061617942e-01,-1.859659719490090790e+00,4.946573431893880324e-01,-3.732037300637144894e-02,-1.550483476855516463e+00
-7.449600676586004511e+02,-3.000794655798277404e+02,2.170681592287222941e+02,-1.011695372739636696e+02,1.062696362671401431e+02,-5.001313993486115272e+00,-1.086588915885257656e+01,1.546117521287362173e+01,-8.873466145207686395e+00,5.120364237637320848e+00,8.692375592411647478e-01,-1.967529618613536035e+00,5.757354085024304347e-01,-5.218133788415446617e-02,-1.372383877749887127e+00
-7.068391375400616425e+02,-3.275353729491389458e+02,2.247659158120247014e+02,-1.060810146012574648e+02,9.569334574618368094e+01,-5.167430838236922064e+00,-9.619080805053055627e+00,1.635424228940170721e+01,-1.026102774057603284e+01,4.674532763992511164e+00,1.017932150679572434e+00,-2.066420932774810204e+00,6.463423334098676865e-01,-4.593656053874928258e-02,-1.240175141279884707e+00
-6.737391578884468117e+02,-3.515662888602035991e+02,2.316076990206965434e+02,-1.105549338611727421e+02,8.497766913651229004e+01,-5.402832963090222762e+00,-8.352986653567992192e+00,1.720041622637229395e+01,-1.133471515270866448e+01,4.214057244237288558e+00,1.150811083536745549e+00,-2.146506496011496790e+00,7.056155108264149378e-01,-3.135394173757623248e-02,-1.132483290022473721e+00
